material_class,option_id,sigma_a_MPa,N,phase_index,phase,Xi,proposed_length_m,maximum_released_energy_J_per_m,resistance_J_per_m2,admitted_length_m,reason,mesh_resolved
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,1,0.03125,3.99,1.833277396308649e-05,0.09558014711770113,3.4565194522332288,1.833277396308649e-05,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,1,0.03125,4.0,1.8378720764998988e-05,0.09558014711770113,3.4565194522332288,1.8378720764998988e-05,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,1,0.03125,8.0,1.8378720764998988e-05,0.09558014711770113,3.4565194522332288,1.8378720764998988e-05,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,2,0.0625,0.1,2.2973400956248734e-06,0.08853826091535094,3.6287482597311493,2.2973400956248734e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,2,0.0625,0.3,2.2973400956248734e-06,0.08853826091535094,3.6287482597311493,2.2973400956248734e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,2,0.0625,0.49,2.2973400956248734e-06,0.08853826091535094,3.6287482597311493,2.2973400956248734e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,2,0.0625,0.5,2.2973400956248734e-06,0.08853826091535094,3.6287482597311493,2.2973400956248734e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,2,0.0625,0.6,2.7568081147498482e-06,0.09296517396111849,3.6287482597311493,2.7568081147498482e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,2,0.0625,0.8,3.6757441529997978e-06,0.08853826091535094,3.6287482597311493,3.6757441529997973e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,2,0.0625,1.0,4.594680191249747e-06,0.08853826091535094,3.6287482597311493,4.594680191249747e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,2,0.0625,1.25,5.743350239062183e-06,0.08300461960814151,3.6287482597311493,5.743350239062183e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,2,0.0625,1.5,6.89202028687462e-06,0.06640369568651322,3.6287482597311493,6.89202028687462e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,2,0.0625,2.0,9.189360382499494e-06,0.08853826091535094,3.6287482597311493,9.189360382499494e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,2,0.0625,2.5,1.1486700478124366e-05,0.09067291578664438,3.6287482597311493,1.1486700478124366e-05,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,2,0.0625,3.0,1.378404057374924e-05,0.09067291578664438,3.6287482597311493,1.378404057374924e-05,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,2,0.0625,3.5,1.6081380669374112e-05,0.09067291578664438,3.6287482597311493,1.6081380669374112e-05,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,2,0.0625,3.99,1.833277396308649e-05,0.09067291578664438,3.6287482597311493,1.833277396308649e-05,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,2,0.0625,4.0,1.8378720764998988e-05,0.09067291578664438,3.6287482597311493,1.8378720764998988e-05,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,2,0.0625,8.0,1.8378720764998988e-05,0.09067291578664438,3.6287482597311493,1.8378720764998988e-05,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,3,0.09375,0.1,2.2973400956248734e-06,0.08096364939278321,3.9258450479060194,2.2973400956248734e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,3,0.09375,0.3,2.2973400956248734e-06,0.08096364939278321,3.9258450479060194,2.2973400956248734e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,3,0.09375,0.49,2.2973400956248734e-06,0.08096364939278321,3.9258450479060194,2.2973400956248734e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,3,0.09375,0.5,2.2973400956248734e-06,0.08096364939278321,3.9258450479060194,2.2973400956248734e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,3,0.09375,0.6,2.7568081147498482e-06,0.08501183186242238,3.9258450479060194,2.7568081147498482e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,3,0.09375,0.8,3.6757441529997978e-06,0.08096364939278321,3.9258450479060194,3.6757441529997973e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,3,0.09375,1.0,4.594680191249747e-06,0.08096364939278321,3.9258450479060194,4.594680191249747e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,3,0.09375,1.25,5.743350239062183e-06,0.07590342130573427,3.9258450479060194,5.743350239062183e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,3,0.09375,1.5,6.89202028687462e-06,0.060722737044587416,3.9258450479060194,6.89202028687462e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,3,0.09375,2.0,9.189360382499494e-06,0.08096364939278321,3.9258450479060194,9.189360382499494e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,3,0.09375,2.5,1.1486700478124366e-05,0.08297951381824831,3.9258450479060194,1.1486700478124366e-05,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,3,0.09375,3.0,1.378404057374924e-05,0.08297951381824831,3.9258450479060194,1.378404057374924e-05,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,3,0.09375,3.5,1.6081380669374112e-05,0.08297951381824831,3.9258450479060194,1.6081380669374112e-05,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,3,0.09375,3.99,1.833277396308649e-05,0.08297951381824831,3.9258450479060194,1.833277396308649e-05,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,3,0.09375,4.0,1.8378720764998988e-05,0.08297951381824831,3.9258450479060194,1.8378720764998988e-05,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,3,0.09375,8.0,1.8378720764998988e-05,0.08297951381824831,3.9258450479060194,1.8378720764998988e-05,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,4,0.125,0.1,2.2973400956248734e-06,0.07130449071282384,4.361534646679507,2.2973400956248734e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,4,0.125,0.3,2.2973400956248734e-06,0.07130449071282384,4.361534646679507,2.2973400956248734e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,4,0.125,0.49,2.2973400956248734e-06,0.07130449071282384,4.361534646679507,2.2973400956248734e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,4,0.125,0.5,2.2973400956248734e-06,0.07130449071282384,4.361534646679507,2.2973400956248734e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,4,0.125,0.6,2.7568081147498482e-06,0.07486971524846504,4.361534646679507,2.7568081147498482e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,4,0.125,0.8,3.6757441529997978e-06,0.07130449071282384,4.361534646679507,3.6757441529997973e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,4,0.125,1.0,4.594680191249747e-06,0.07130449071282384,4.361534646679507,4.594680191249747e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,4,0.125,1.25,5.743350239062183e-06,0.06684796004327236,4.361534646679507,5.743350239062183e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,4,0.125,1.5,6.89202028687462e-06,0.05347836803461789,4.361534646679507,6.89202028687462e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,4,0.125,2.0,9.189360382499494e-06,0.07130449071282384,4.361534646679507,9.189360382499494e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,4,0.125,2.5,1.1486700478124366e-05,0.0731642157223007,4.361534646679507,1.1486700478124366e-05,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,4,0.125,3.0,1.378404057374924e-05,0.0731642157223007,4.361534646679507,1.378404057374924e-05,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,4,0.125,3.5,1.6081380669374112e-05,0.0731642157223007,4.361534646679507,1.6081380669374112e-05,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,4,0.125,3.99,1.833277396308649e-05,0.0731642157223007,4.361534646679507,1.833277396308649e-05,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,4,0.125,4.0,1.8378720764998988e-05,0.0731642157223007,4.361534646679507,1.8378720764998988e-05,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,4,0.125,8.0,1.8378720764998988e-05,0.0731642157223007,4.361534646679507,1.8378720764998988e-05,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,5,0.15625,0.1,2.2973400956248734e-06,0.06036378995849797,4.951844334126941,2.2973400956248734e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,5,0.15625,0.3,2.2973400956248734e-06,0.06036378995849797,4.951844334126941,2.2973400956248734e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,5,0.15625,0.49,2.2973400956248734e-06,0.06036378995849797,4.951844334126941,2.2973400956248734e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,5,0.15625,0.5,2.2973400956248734e-06,0.06036378995849797,4.951844334126941,2.2973400956248734e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,5,0.15625,0.6,2.7568081147498482e-06,0.06338197945642288,4.951844334126941,2.7568081147498482e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,5,0.15625,0.8,3.6757441529997978e-06,0.06036378995849797,4.951844334126941,3.6757441529997973e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,5,0.15625,1.0,4.594680191249747e-06,0.06036378995849797,4.951844334126941,4.594680191249747e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,5,0.15625,1.25,5.743350239062183e-06,0.05659105308609185,4.951844334126941,5.743350239062183e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,5,0.15625,1.5,6.89202028687462e-06,0.04527284246887348,4.951844334126941,6.89202028687462e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,5,0.15625,2.0,9.189360382499494e-06,0.06036378995849797,4.951844334126941,9.189360382499494e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,5,0.15625,2.5,1.1486700478124366e-05,0.06203903647283582,4.951844334126941,1.1486700478124366e-05,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,5,0.15625,3.0,1.378404057374924e-05,0.06203903647283582,4.951844334126941,1.378404057374924e-05,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,5,0.15625,3.5,1.6081380669374112e-05,0.06203903647283582,4.951844334126941,1.6081380669374112e-05,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,5,0.15625,3.99,1.833277396308649e-05,0.06203903647283582,4.951844334126941,1.833277396308649e-05,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,5,0.15625,4.0,1.8378720764998988e-05,0.06203903647283582,4.951844334126941,1.8378720764998988e-05,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,5,0.15625,8.0,1.8378720764998988e-05,0.06203903647283582,4.951844334126941,1.8378720764998988e-05,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,6,0.1875,0.1,2.2973400956248734e-06,0.04899380115605138,5.710959088361582,2.2973400956248734e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,6,0.1875,0.3,2.2973400956248734e-06,0.04899380115605138,5.710959088361582,2.2973400956248734e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,6,0.1875,0.49,2.2973400956248734e-06,0.04899380115605138,5.710959088361582,2.2973400956248734e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,6,0.1875,0.5,2.2973400956248734e-06,0.04899380115605138,5.710959088361582,2.2973400956248734e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,6,0.1875,0.6,2.7568081147498482e-06,0.05144349121385394,5.710959088361582,2.7568081147498482e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,6,0.1875,0.8,3.6757441529997978e-06,0.04899380115605138,5.710959088361582,3.6757441529997973e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,6,0.1875,1.0,4.594680191249747e-06,0.04899380115605138,5.710959088361582,4.594680191249747e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,6,0.1875,1.25,5.743350239062183e-06,0.04593168858379817,5.710959088361582,5.743350239062183e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,6,0.1875,1.5,6.89202028687462e-06,0.036745350867038534,5.710959088361582,6.89202028687462e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,6,0.1875,2.0,9.189360382499494e-06,0.04899380115605138,5.710959088361582,9.189360382499494e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,6,0.1875,2.5,1.1486700478124366e-05,0.050466329042055946,5.710959088361582,1.1486700478124366e-05,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,6,0.1875,3.0,1.378404057374924e-05,0.050466329042055946,5.710959088361582,1.378404057374924e-05,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,6,0.1875,3.5,1.6081380669374112e-05,0.050466329042055946,5.710959088361582,1.6081380669374112e-05,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,6,0.1875,3.99,1.833277396308649e-05,0.050466329042055946,5.710959088361582,1.833277396308649e-05,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,6,0.1875,4.0,1.8378720764998988e-05,0.050466329042055946,5.710959088361582,1.8378720764998988e-05,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,6,0.1875,8.0,1.8378720764998988e-05,0.050466329042055946,5.710959088361582,1.8378720764998988e-05,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,7,0.21875,0.1,2.2973400956248734e-06,0.037997536619927566,6.645086382001451,2.2973400956248734e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,7,0.21875,0.3,2.2973400956248734e-06,0.037997536619927566,6.645086382001451,2.2973400956248734e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,7,0.21875,0.49,2.2973400956248734e-06,0.037997536619927566,6.645086382001451,2.2973400956248734e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,7,0.21875,0.5,2.2973400956248734e-06,0.037997536619927566,6.645086382001451,2.2973400956248734e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,7,0.21875,0.6,2.7568081147498482e-06,0.039897413450923944,6.645086382001451,2.7568081147498482e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,7,0.21875,0.8,3.6757441529997978e-06,0.037997536619927566,6.645086382001451,3.6757441529997973e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,7,0.21875,1.0,4.594680191249747e-06,0.037997536619927566,6.645086382001451,4.594680191249747e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,7,0.21875,1.25,5.743350239062183e-06,0.035622690581182094,6.645086382001451,5.743350239062183e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,7,0.21875,1.5,6.89202028687462e-06,0.028498152464945678,6.645086382001451,6.89202028687462e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,7,0.21875,2.0,9.189360382499494e-06,0.037997536619927566,6.645086382001451,9.189360382499494e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,7,0.21875,2.5,1.1486700478124366e-05,0.039259447473092735,6.645086382001451,1.1486700478124366e-05,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,7,0.21875,3.0,1.378404057374924e-05,0.039259447473092735,6.645086382001451,1.378404057374924e-05,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,7,0.21875,3.5,1.6081380669374112e-05,0.039259447473092735,6.645086382001451,1.6081380669374112e-05,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,7,0.21875,3.99,1.833277396308649e-05,0.039259447473092735,6.645086382001451,1.833277396308649e-05,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,7,0.21875,4.0,1.8378720764998988e-05,0.039259447473092735,6.645086382001451,1.8378720764998988e-05,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,7,0.21875,8.0,1.8378720764998988e-05,0.039259447473092735,6.645086382001451,1.8378720764998988e-05,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,8,0.25,0.1,2.2973400956248734e-06,0.02804217679757431,7.744817851592823,2.2973400956248734e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,8,0.25,0.3,2.2973400956248734e-06,0.02804217679757431,7.744817851592823,2.2973400956248734e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,8,0.25,0.49,2.2973400956248734e-06,0.02804217679757431,7.744817851592823,2.2973400956248734e-06,stochastic_proposal_reached,True
Peak,v913_paper_peak01_0242980_persistent_sites,735.9214951373579,1000000.0,8,0.25,0.5,2.2973400956248734e-06,0.02804217679757431,7.744817851592823,2.2973400956248734e-06,stochastic_proposal_reached,True
