capsule_source,tensor_source,root_tensor_projection_max_abs_Pa,m1_raw_action_direct,m1_raw_action_shared,m1_action_relative_error,m3_action_canonical,m3_action_shared,m3_action_absolute_error,m3_action_relative_error,signed_state_m3_absolute_error,signed_state_m1_absolute_error,aggregate_emission,backstress_max_Pa,shielding_Pa_sqrt_m,tip_radius_m,pass_parity
K360_631_N1e+08,K360_631_N1e+08,0.0,0.00040056797326586054,0.00040056797326586054,0.0,7.468103527443802e-16,7.468103527443855e-16,5.32481111024183e-30,7.13007136373266e-15,0.0,0.0,1.0251599675241494e-09,1363.9920099469582,-7.625858108086858e-65,4.553794235144881e-05,True
K360_631_N1e+08,K360_631_N1e+14,0.0,0.00040056797326586054,0.00040056797326586054,0.0,7.468103527443802e-16,7.468103527443855e-16,5.32481111024183e-30,7.13007136373266e-15,0.0,0.0,1.0251599675241494e-09,1363.9920099469582,-7.625858108086858e-65,4.553794235144881e-05,True
K360_631_N1e+08,K360_650_N1e+08,0.0,0.0013901772287647919,0.0013901772287647919,0.0,3.080632574736086e-14,3.0806325747360974e-14,1.135959703518257e-28,3.687423527343468e-15,0.0,0.0,1.0251599680869834e-09,1363.992010321388,-7.712734894049018e-65,4.553794235144881e-05,True
K360_631_N1e+08,K360_650_N1e+14,0.0,0.0013901772287647919,0.0013901772287647919,0.0,3.080632574736086e-14,3.0806325747360974e-14,1.135959703518257e-28,3.687423527343468e-15,0.0,0.0,1.0251599680869834e-09,1363.992010321388,-7.712734894049018e-65,4.553794235144881e-05,True
K360_631_N1e+08,K360_735.921_N1e+08,0.0,0.20263888660983223,0.20263888660983223,0.0,8.82978203993566e-08,8.82978203993566e-08,0.0,0.0,0.0,0.0,1.025159971073991e-09,1363.992012308519,-5.701309540657664e-62,4.553794235144881e-05,True
K360_631_N1e+08,K360_735.921_N1e+14,0.0,0.20263888660983223,0.20263888660983223,0.0,8.82978203993566e-08,8.82978203993566e-08,0.0,0.0,0.0,0.0,1.025159971073991e-09,1363.992012308519,-5.701309540657664e-62,4.553794235144881e-05,True
K360_631_N1e+08,PD_1500_preattempt,0.0,1.0262597958162124e-08,1.0262597958162124e-08,0.0,5.221497929804021e-33,5.221497929804095e-33,7.389659870462903e-47,1.4152375371601755e-14,0.0,0.0,1.0251602650687785e-09,1363.992207890928,-7.253940619430752e-65,4.553794235144881e-05,True
K360_631_N1e+08,PD_2000_preattempt,0.0,0.0033005816104270105,0.0033005816104270105,0.0,1.6977586141154153e-16,1.6977586141154153e-16,0.0,0.0,0.0,0.0,1.0251604199274989e-09,1363.992310911932,-7.265017858617347e-65,4.553794235144881e-05,True
K360_631_N1e+14,K360_631_N1e+08,0.0,0.0004005679402768797,0.0004005679402768797,0.0,7.468101688381694e-16,7.468101688381694e-16,0.0,0.0,0.0,0.0,0.0010242911970418636,1363413.9308197359,-7.619395660679674e-59,4.553794252905061e-05,True
K360_631_N1e+14,K360_631_N1e+14,0.0,0.0004005679402768797,0.0004005679402768797,0.0,7.468101688381694e-16,7.468101688381694e-16,0.0,0.0,0.0,0.0,0.0010242911970418636,1363413.9308197359,-7.619395660679674e-59,4.553794252905061e-05,True
K360_631_N1e+14,K360_650_N1e+08,0.0,0.0013901771158784228,0.0013901771158784228,0.0,3.0806318271358304e-14,3.0806318271358304e-14,0.0,0.0,0.0,0.0,0.001024291197041864,1363413.930819736,-7.706198823200538e-59,4.553794252905061e-05,True
K360_631_N1e+14,K360_650_N1e+14,0.0,0.0013901771158784228,0.0013901771158784228,0.0,3.0806318271358304e-14,3.0806318271358304e-14,0.0,0.0,0.0,0.0,0.001024291197041864,1363413.930819736,-7.706198823200538e-59,4.553794252905061e-05,True
K360_631_N1e+14,K360_735.921_N1e+08,0.0,0.20263887142896703,0.20263887142896703,0.0,8.829780069363858e-08,8.829780069363858e-08,0.0,0.0,0.0,0.0,0.001024291197041867,1363413.930819738,-5.696477972814742e-56,4.553794252905061e-05,True
K360_631_N1e+14,K360_735.921_N1e+14,0.0,0.20263887142896703,0.20263887142896703,0.0,8.829780069363858e-08,8.829780069363858e-08,0.0,0.0,0.0,0.0,0.001024291197041867,1363413.930819738,-5.696477972814742e-56,4.553794252905061e-05,True
K360_631_N1e+14,PD_1500_preattempt,0.0,1.0262597073832993e-08,1.0262597073832993e-08,0.0,5.2214965784975235e-33,5.2214965784975235e-33,0.0,0.0,0.0,0.0,0.0010242911970421607,1363413.9308199333,-7.2477933493571285e-59,4.553794252905061e-05,True
K360_631_N1e+14,PD_2000_preattempt,0.0,0.003300581333969111,0.003300581333969111,0.0,1.697758188598648e-16,1.697758188598648e-16,0.0,0.0,0.0,0.0,0.0010242911970423155,1363413.9308200362,-7.258861197500648e-59,4.553794252905061e-05,True
K360_650_N1e+08,K360_631_N1e+08,0.0,0.00040056797326585626,0.00040056797326585626,0.0,7.46810352744359e-16,7.46810352744359e-16,0.0,0.0,0.0,0.0,1.081443372440241e-09,1400.9347198416203,-9.964521861740743e-64,4.553794235144882e-05,True
K360_650_N1e+08,K360_631_N1e+14,0.0,0.00040056797326585626,0.00040056797326585626,0.0,7.46810352744359e-16,7.46810352744359e-16,0.0,0.0,0.0,0.0,1.081443372440241e-09,1400.9347198416203,-9.964521861740743e-64,4.553794235144882e-05,True
K360_650_N1e+08,K360_650_N1e+08,0.0,0.0013901772287647795,0.0013901772287647795,0.0,3.0806325747360204e-14,3.080632574736032e-14,1.135959703518257e-28,3.687423527343547e-15,0.0,0.0,1.081443373003075e-09,1400.9347202061763,-9.973686511881601e-64,4.553794235144882e-05,True
K360_650_N1e+08,K360_650_N1e+14,0.0,0.0013901772287647795,0.0013901772287647795,0.0,3.0806325747360204e-14,3.080632574736032e-14,1.135959703518257e-28,3.687423527343547e-15,0.0,0.0,1.081443373003075e-09,1400.9347202061763,-9.973686511881601e-64,4.553794235144882e-05,True
K360_650_N1e+08,K360_735.921_N1e+08,0.0,0.20263888660983043,0.20263888660983043,0.0,8.829782039935409e-08,8.829782039935409e-08,0.0,0.0,0.0,0.0,1.0814433759900824e-09,1400.9347221409066,-6.105923924664599e-62,4.553794235144882e-05,True
K360_650_N1e+08,K360_735.921_N1e+14,0.0,0.20263888660983043,0.20263888660983043,0.0,8.829782039935409e-08,8.829782039935409e-08,0.0,0.0,0.0,0.0,1.0814433759900824e-09,1400.9347221409066,-6.105923924664599e-62,4.553794235144882e-05,True
K360_650_N1e+08,PD_1500_preattempt,0.0,1.0262597958161979e-08,1.0262597958161979e-08,0.0,5.221497929803873e-33,5.2214979298039466e-33,7.389659870462903e-47,1.4152375371602157e-14,0.0,0.0,1.0814436699848609e-09,1400.9349125657936,-9.48726408077713e-64,4.553794235144882e-05,True
K360_650_N1e+08,PD_2000_preattempt,0.0,0.003300581610426981,0.003300581610426981,0.0,1.697758614115367e-16,1.697758614115367e-16,0.0,0.0,0.0,0.0,1.0814438248435768e-09,1400.9350128701276,-9.488432621012518e-64,4.553794235144882e-05,True
K360_650_N1e+14,K360_631_N1e+08,0.0,0.0004005679384666462,0.0004005679384666462,0.0,7.468101587465272e-16,7.468101587465272e-16,0.0,0.0,0.0,0.0,0.0010804981313749101,1400322.3389496335,-9.955812415233002e-58,4.5537942538796334e-05,True
K360_650_N1e+14,K360_631_N1e+14,0.0,0.0004005679384666462,0.0004005679384666462,0.0,7.468101587465272e-16,7.468101587465272e-16,0.0,0.0,0.0,0.0,0.0010804981313749101,1400322.3389496335,-9.955812415233002e-58,4.5537942538796334e-05,True
K360_650_N1e+14,K360_650_N1e+08,0.0,0.0013901771096839035,0.0013901771096839035,0.0,3.080631786112023e-14,3.0806317861120334e-14,1.072850831100576e-28,3.4825675562303624e-15,0.0,0.0,0.0010804981313749106,1400322.3389496335,-9.964969054982723e-58,4.5537942538796334e-05,True
K360_650_N1e+14,K360_650_N1e+14,0.0,0.0013901771096839035,0.0013901771096839035,0.0,3.080631786112023e-14,3.0806317861120334e-14,1.072850831100576e-28,3.4825675562303624e-15,0.0,0.0,0.0010804981313749106,1400322.3389496335,-9.964969054982723e-58,4.5537942538796334e-05,True
K360_650_N1e+14,K360_735.921_N1e+08,0.0,0.20263887059593202,0.20263887059593202,0.0,8.829779961230656e-08,8.829779961230656e-08,0.0,0.0,0.0,0.0,0.0010804981313749136,1400322.3389496356,-6.100587011273163e-56,4.5537942538796334e-05,True
K360_650_N1e+14,K360_735.921_N1e+14,0.0,0.20263887059593202,0.20263887059593202,0.0,8.829779961230656e-08,8.829779961230656e-08,0.0,0.0,0.0,0.0,0.0010804981313749136,1400322.3389496356,-6.100587011273163e-56,4.5537942538796334e-05,True
K360_650_N1e+14,PD_1500_preattempt,0.0,1.0262597025306355e-08,1.0262597025306355e-08,0.0,5.2214965043459035e-33,5.2214965043459774e-33,7.389659870462903e-47,1.4152379235171967e-14,0.0,0.0,0.0010804981313752072,1400322.338949826,-9.478971779339226e-58,4.5537942538796334e-05,True
K360_650_N1e+14,PD_2000_preattempt,0.0,0.0033005813187987655,0.0033005813187987655,0.0,1.6977581652488448e-16,1.6977581652488448e-16,0.0,0.0,0.0,0.0,0.0010804981313753616,1400322.338949926,-9.48013929784099e-58,4.5537942538796334e-05,True
K360_735.921_N1e+08,K360_631_N1e+08,0.0,0.00040056797326584704,0.00040056797326584704,0.0,7.468103527443059e-16,7.468103527443059e-16,0.0,0.0,0.0,0.0,1.380144063728266e-09,1582.6257144819313,-7.6614246095017715e-59,4.553794235144887e-05,True
K360_735.921_N1e+08,K360_631_N1e+14,0.0,0.00040056797326584704,0.00040056797326584704,0.0,7.468103527443059e-16,7.468103527443059e-16,0.0,0.0,0.0,0.0,1.380144063728266e-09,1582.6257144819313,-7.6614246095017715e-59,4.553794235144887e-05,True
K360_735.921_N1e+08,K360_650_N1e+08,0.0,0.00139017722876474,0.00139017722876474,0.0,3.080632574735758e-14,3.080632574735758e-14,0.0,0.0,0.0,0.0,1.3801440642911e-09,1582.6257148046348,-7.661424726461546e-59,4.553794235144887e-05,True
K360_735.921_N1e+08,K360_650_N1e+14,0.0,0.00139017722876474,0.00139017722876474,0.0,3.080632574735758e-14,3.080632574735758e-14,0.0,0.0,0.0,0.0,1.3801440642911e-09,1582.6257148046348,-7.661424726461546e-59,4.553794235144887e-05,True
K360_735.921_N1e+08,K360_735.921_N1e+08,0.0,0.20263888660982576,0.20263888660982576,0.0,8.829782039934813e-08,8.829782039934813e-08,0.0,0.0,0.0,0.0,1.380144067278107e-09,1582.625716517251,-7.669089855886681e-59,4.553794235144887e-05,True
K360_735.921_N1e+08,K360_735.921_N1e+14,0.0,0.20263888660982576,0.20263888660982576,0.0,8.829782039934813e-08,8.829782039934813e-08,0.0,0.0,0.0,0.0,1.380144067278107e-09,1582.625716517251,-7.669089855886681e-59,4.553794235144887e-05,True
K360_735.921_N1e+08,PD_1500_preattempt,0.0,1.0262597958161688e-08,1.0262597958161688e-08,0.0,5.2214979298033534e-33,5.221497929803427e-33,7.389659870462903e-47,1.4152375371603565e-14,0.0,0.0,1.380144361272843e-09,1582.6258850806696,-7.295063930004658e-59,4.553794235144887e-05,True
K360_735.921_N1e+08,PD_2000_preattempt,0.0,0.003300581610426905,0.003300581610426905,0.0,1.6977586141152585e-16,1.6977586141152585e-16,0.0,0.0,0.0,0.0,1.3801445161315336e-09,1582.6259738697024,-7.2950639449176345e-59,4.553794235144887e-05,True
K360_735.921_N1e+14,K360_631_N1e+08,0.0,0.0004005679288607232,0.0004005679288607232,0.0,7.468101051956503e-16,7.468101051956503e-16,0.0,0.0,0.0,0.0,0.0013787568403982316,1581830.1427267292,-7.653723943479921e-53,4.553794259051145e-05,True
K360_735.921_N1e+14,K360_631_N1e+14,0.0,0.0004005679288607232,0.0004005679288607232,0.0,7.468101051956503e-16,7.468101051956503e-16,0.0,0.0,0.0,0.0,0.0013787568403982316,1581830.1427267292,-7.653723943479921e-53,4.553794259051145e-05,True
K360_735.921_N1e+14,K360_650_N1e+08,0.0,0.0013901770768129985,0.0013901770768129985,0.0,3.080631568421497e-14,3.080631568421497e-14,0.0,0.0,0.0,0.0,0.001378756840398232,1581830.1427267294,-7.6537240603221385e-53,4.553794259051145e-05,True
K360_735.921_N1e+14,K360_650_N1e+14,0.0,0.0013901770768129985,0.0013901770768129985,0.0,3.080631568421497e-14,3.080631568421497e-14,0.0,0.0,0.0,0.0,0.001378756840398232,1581830.1427267294,-7.6537240603221385e-53,4.553794259051145e-05,True
K360_735.921_N1e+14,K360_735.921_N1e+08,0.0,0.20263886617548002,0.20263886617548002,0.0,8.829779387428284e-08,8.829779387428284e-08,0.0,0.0,0.0,0.0,0.001378756840398235,1581830.142726731,-7.661381485300024e-53,4.553794259051145e-05,True
K360_735.921_N1e+14,K360_735.921_N1e+14,0.0,0.20263886617548002,0.20263886617548002,0.0,8.829779387428284e-08,8.829779387428284e-08,0.0,0.0,0.0,0.0,0.001378756840398235,1581830.142726731,-7.661381485300024e-53,4.553794259051145e-05,True
K360_735.921_N1e+14,PD_1500_preattempt,0.0,1.0262596767802347e-08,1.0262596767802347e-08,0.0,5.221496110864891e-33,5.221496110864891e-33,0.0,0.0,0.0,0.0,0.0013787568403985286,1581830.1427268994,-7.287731501142366e-53,4.553794259051145e-05,True
K360_735.921_N1e+14,PD_2000_preattempt,0.0,0.003300581238298147,0.003300581238298147,0.0,1.6977580413444186e-16,1.6977580413444186e-16,0.0,0.0,0.0,0.0,0.001378756840398683,1581830.1427269878,-7.287731516040349e-53,4.553794259051145e-05,True
PD_1500_preattempt,K360_631_N1e+08,0.0,0.0004005679732658883,0.0004005679732658883,0.0,7.468103527445393e-16,7.468103527445393e-16,0.0,0.0,0.0,0.0,1.1206084797121632e-09,1426.0769462918108,-8.331704659333769e-68,0.0005987445183220909,True
PD_1500_preattempt,K360_631_N1e+14,0.0,0.0004005679732658883,0.0004005679732658883,0.0,7.468103527445393e-16,7.468103527445393e-16,0.0,0.0,0.0,0.0,1.1206084797121632e-09,1426.0769462918108,-8.331704659333769e-68,0.0005987445183220909,True
PD_1500_preattempt,K360_650_N1e+08,0.0,0.0013901772287648784,0.0013901772287648784,0.0,3.0806325747366666e-14,3.0806325747366666e-14,0.0,0.0,0.0,0.0,1.1206084802749976e-09,1426.0769466499398,-1.0329723798138616e-66,0.0005987445183220909,True
PD_1500_preattempt,K360_650_N1e+14,0.0,0.0013901772287648784,0.0013901772287648784,0.0,3.0806325747366666e-14,3.0806325747366666e-14,0.0,0.0,0.0,0.0,1.1206084802749976e-09,1426.0769466499398,-1.0329723798138616e-66,0.0005987445183220909,True
PD_1500_preattempt,K360_735.921_N1e+08,0.0,0.20263888660984483,0.20263888660984483,0.0,8.829782039937292e-08,8.829782039937292e-08,0.0,0.0,0.0,0.0,1.1206084832620047e-09,1426.0769485505598,-6.223807950820785e-62,0.0005987445183220909,True
PD_1500_preattempt,K360_735.921_N1e+14,0.0,0.20263888660984483,0.20263888660984483,0.0,8.829782039937292e-08,8.829782039937292e-08,0.0,0.0,0.0,0.0,1.1206084832620047e-09,1426.0769485505598,-6.223807950820785e-62,0.0005987445183220909,True
PD_1500_preattempt,PD_1500_preattempt,0.0,1.0262597958162818e-08,1.0262597958162818e-08,0.0,5.22149792980506e-33,5.221497929805134e-33,7.389659870462903e-47,1.415237537159894e-14,0.0,0.0,1.1206087772567774e-09,1426.0771356181874,-1.2486531816575037e-75,0.0005987445183220909,True
PD_1500_preattempt,PD_2000_preattempt,0.0,0.003300581610427245,0.003300581610427245,0.0,1.6977586141157651e-16,1.6977586141157651e-16,0.0,0.0,0.0,0.0,1.12060893211549e-09,1426.07723415412,-1.210859605988233e-67,0.0005987445183220909,True
PD_2000_preattempt,K360_631_N1e+08,0.0,0.0004005679732658915,0.0004005679732658915,0.0,7.468103527445553e-16,7.468103527445553e-16,0.0,0.0,0.0,0.0,5.2475115290952906e-15,3.0859771618175147,-4.3235771458694484e-72,0.0005987445183220907,True
PD_2000_preattempt,K360_631_N1e+14,0.0,0.0004005679732658915,0.0004005679732658915,0.0,7.468103527445553e-16,7.468103527445553e-16,0.0,0.0,0.0,0.0,5.2475115290952906e-15,3.0859771618175147,-4.3235771458694484e-72,0.0005987445183220907,True
PD_2000_preattempt,K360_650_N1e+08,0.0,0.0013901772287648955,0.0013901772287648955,0.0,3.080632574736776e-14,3.080632574736776e-14,0.0,0.0,0.0,0.0,5.248074363875401e-15,3.0861426544225736,-8.768778324639293e-72,0.0005987445183220907,True
PD_2000_preattempt,K360_650_N1e+14,0.0,0.0013901772287648955,0.0013901772287648955,0.0,3.080632574736776e-14,3.080632574736776e-14,0.0,0.0,0.0,0.0,5.248074363875401e-15,3.0861426544225736,-8.768778324639293e-72,0.0005987445183220907,True
PD_2000_preattempt,K360_735.921_N1e+08,0.0,0.20263888660984591,0.20263888660984591,0.0,8.829782039937354e-08,8.829782039937354e-08,0.0,0.0,0.0,0.0,5.2510613749719555e-15,3.087020788991842,-2.914538832938858e-67,0.0005987445183220907,True
PD_2000_preattempt,K360_735.921_N1e+14,0.0,0.20263888660984591,0.20263888660984591,0.0,8.829782039937354e-08,8.829782039937354e-08,0.0,0.0,0.0,0.0,5.2510613749719555e-15,3.087020788991842,-2.914538832938858e-67,0.0005987445183220907,True
PD_2000_preattempt,PD_1500_preattempt,0.0,1.026259795816289e-08,1.026259795816289e-08,0.0,5.221497929805282e-33,5.221497929805282e-33,0.0,0.0,0.0,0.0,5.545056482894055e-15,3.1722615998813257,-3.745515003309148e-72,0.0005987445183220907,True
PD_2000_preattempt,PD_2000_preattempt,0.0,0.0033005816104272803,0.0033005816104272803,0.0,1.6977586141158134e-16,1.6977586141158134e-16,0.0,0.0,0.0,0.0,5.699915391066563e-15,3.2162530533926468,-4.3490704090452865e-72,0.0005987445183220907,True
