site_id,pd_node_id,site_threshold,node_cumulative_action,remaining_threshold_action,site_status
683,293,9.649186180543273e-06,5.837269319107731e-11,9.649127807850082e-06,0
2067,661,4.9016269795860904e-05,1.6163376433931894e-09,4.901465345821751e-05,0
1189,494,0.00028899896085808846,0.00022669662317750675,6.230233768058171e-05,0
767,325,0.0003650804050642932,5.321417925105121e-11,0.0003650803518501139,0
974,409,0.0008979838930887144,1.828721180216684e-09,0.0008979820643675342,0
3699,1362,0.0009540169611949147,7.518417158060209e-08,0.0009539417770233341,0
2522,723,0.001219775739052468,4.325405352588496e-11,0.0012197756957984145,0
3018,831,0.0016323856128894938,2.610173798852303e-10,0.001632385351872114,0
328,148,0.0016429295874735034,1.4569159026321234e-07,0.0016427838958832403,0
3726,1363,0.0024204106903169664,4.709308265152779e-09,0.0024204059810087014,0
919,387,0.002704604805398529,7.869832117719542e-11,0.0027046047267002076,0
1514,600,0.0028868403969606405,2.6142933262414427e-07,0.0028865789676280162,0
255,116,0.0032765815127525255,1.8360864012969973e-07,0.003276397904112396,0
309,143,0.005541777312151968,0.0022050943756785875,0.0033366829364733803,0
1518,600,0.0033442157046167345,2.6142933262414427e-07,0.0033439542752841103,0
889,376,0.00396060987821282,4.1787759150563716e-09,0.003960605699436905,0
23,28,0.004101772312663133,1.1614800262718819e-06,0.0041006108326368616,0
2455,714,0.004379527413883116,2.7304141795406657e-09,0.004379524683468937,0
3439,1300,0.0046671869785907556,3.984201594306456e-09,0.004667182994389161,0
1405,573,0.004801195023080072,6.54631778252059e-10,0.0048011943684482935,0
1050,440,0.004925111428019729,4.7053889748089305e-09,0.004925106722630754,0
3673,1318,0.005371885664629758,2.9863632020639434e-10,0.005371885365993438,0
3114,842,0.005430086115425757,4.4244428671028666e-11,0.005430086071181329,0
3996,1387,0.005476539150724948,5.439410491060315e-10,0.005476538606783899,0
4029,1388,0.00588151184239933,3.115865762909136e-11,0.005881511811240673,0
2128,667,0.006019520672730152,1.100072891534858e-09,0.006019519572657261,0
