site_id,pd_node_id,site_threshold,node_cumulative_action,remaining_threshold_action,site_status
683,293,9.649186180543273e-06,4.739052323683488e-09,9.64444712821959e-06,0
2067,661,4.9016269795860904e-05,6.631361272489149e-08,4.8949956183136015e-05,0
1189,494,0.00028899896085808846,0.00021327741670360492,7.572154415448355e-05,0
767,325,0.0003650804050642932,4.334919673178927e-09,0.00036507607014462,0
974,409,0.0008979838930887144,1.2903496653822628e-07,0.0008978548581221762,0
3699,1362,0.0009540169611949147,1.184596113315274e-06,0.0009528323650815994,0
2522,723,0.001219775739052468,3.8432130136092884e-09,0.0012197718958394544,0
3018,831,0.0016323856128894938,1.720054157206988e-08,0.0016323684123479218,0
328,148,0.0016429295874735034,5.341364724304581e-06,0.0016375882227491988,0
3726,1363,0.0024204106903169664,1.987078351987218e-07,0.0024202119824817676,0
919,387,0.002704604805398529,6.3221044270003346e-09,0.0027045984832941017,0
1514,600,0.0028868403969606405,2.047458682263558e-06,0.002884792938278377,0
255,116,0.0032765815127525255,5.528604240981034e-06,0.0032710529085115446,0
1518,600,0.0033442157046167345,2.047458682263558e-06,0.003342168245934471,0
889,376,0.00396060987821282,2.837879598745334e-07,0.003960326090252945,0
23,28,0.004101772312663133,5.8474498370203995e-06,0.0040959248628261126,0
2455,714,0.004379527413883116,1.3609163344581262e-07,0.00437939132224967,0
3439,1300,0.0046671869785907556,1.0273469436160387e-07,0.004667084243896394,0
1405,573,0.004801195023080072,4.5454158653724136e-08,0.004801149568921418,0
309,143,0.005541777312151968,0.0006668421446938435,0.004874935167458124,0
1050,440,0.004925111428019729,3.0686130971678323e-07,0.004924804566710013,0
3673,1318,0.005371885664629758,2.0231048735218176e-08,0.005371865433581023,0
3114,842,0.005430086115425757,3.942306231335733e-09,0.005430082173119526,0
3996,1387,0.005476539150724948,3.2640089231316074e-08,0.005476506510635717,0
4029,1388,0.00588151184239933,4.178895364077182e-09,0.0058815076635039655,0
2128,667,0.006019520672730152,3.7071120281148466e-08,0.006019483601609871,0
794,339,0.006044489275417031,1.5010483205515888e-05,0.006029478792211516,0
2954,823,0.006110437548920953,1.8155235443100635e-08,0.006110419393685509,0
77,53,0.006183640301955103,1.2411582304904136e-06,0.006182399143724613,0
2714,751,0.006649386617543562,1.1683474153356078e-08,0.006649374934069408,0
141,68,0.006741537288849567,1.0586459152961922e-08,0.006741526702390414,0
1283,534,0.006769051042321237,7.269069002424534e-07,0.006768324135420994,0
329,149,0.00686272451348555,2.6085531576567526e-06,0.006860115960327893,0
1760,632,0.007054267518940603,1.5869210375190914e-09,0.007054265932019565,0
354,158,0.0072151287266376506,3.100393991981195e-08,0.007215097722697731,0
1932,648,0.007679208336818433,2.245923455519202e-07,0.007678983744472881,0
2697,750,0.00823185695177514,2.619698769469283e-08,0.008231830754787445,0
933,391,0.008577236440392133,3.195691815978828e-09,0.008577233244700317,0
3631,1318,0.008624502996434694,2.0231048735218176e-08,0.008624482765385959,0
2777,758,0.009050851172304968,1.7871722851662934e-09,0.009050849385132682,0
1894,644,0.009284129781909031,5.08309215175101e-07,0.009283621472693855,0
2699,751,0.00964477180860725,1.1683474153356078e-08,0.009644760125133097,0
4272,1409,0.010190508836507847,4.626295193606394e-08,0.01019046257355591,0
2024,659,0.010334480514459302,1.381270950457375e-07,0.010334342387364255,0
185,82,0.01035577842628525,9.402950631351099e-06,0.010346375475653898,0
1928,648,0.010446628876541509,2.245923455519202e-07,0.010446404284195958,0
3878,1384,0.010960136750344787,1.013507520603529e-07,0.010960035399592727,0
465,210,0.011623809531623315,8.888449273249841e-05,0.011534925038890817,0
1658,619,0.011623234184361335,4.0677440151845633e-07,0.011622827409959817,0
1678,621,0.011911917259900082,1.7315461343681965e-07,0.011911744105286644,0
1943,649,0.01206157746666062,3.124454934818741e-07,0.012061265021167139,0
2468,716,0.012273848878802939,6.879497754930014e-08,0.012273780083825389,0
1477,595,0.012408743471560917,1.2182271787249424e-05,0.012396561199773667,0
2901,814,0.012453580314681096,6.383608746825865e-09,0.012453573931072348,0
3034,835,0.012532273930877184,1.6739053983465062e-08,0.012532257191823201,0
1465,594,0.012904405416963291,6.517653391651376e-06,0.01289788776357164,0
2220,693,0.013263309539106113,2.595583068126697e-09,0.013263306943523045,0
4085,1406,0.013418631275066066,3.909063197759953e-09,0.013418627366002868,0
845,356,0.013442044836146388,4.733138145875772e-09,0.013442040103008243,0
1138,474,0.014497848051102971,9.097019929297642e-08,0.014497757080903678,0
4115,1407,0.0147212438279744,1.7376710817960223e-08,0.01472122645126358,0
447,199,0.015043949460013927,4.330392390211448e-09,0.015043945129621537,0
2806,802,0.015196994894920225,6.614324342780838e-10,0.01519699423348779,0
844,356,0.016078741959674483,4.733138145875772e-09,0.016078737226536337,0
1332,560,0.016330178862720295,1.410300627886019e-05,0.016316075856441434,0
4061,1406,0.016422254064005434,3.909063197759953e-09,0.016422250154942235,0
2064,661,0.01683995286445724,6.631361272489149e-08,0.016839886550844514,0
497,222,0.016882278919357663,2.599134812250936e-08,0.01688225292800954,0
1036,435,0.017001180866467656,1.132828097413248e-05,0.016989852585493525,0
808,343,0.017808527559644165,3.8415975686549587e-07,0.0178081433998873,0
362,162,0.018385970136321584,1.0483922048737177e-08,0.018385959652399534,0
3028,833,0.018423574533048083,9.483163458253209e-09,0.018423565049884624,0
2162,673,0.018587163717863453,8.590668891449215e-09,0.01858715512719456,0
2730,753,0.01944146960390564,8.812876959405435e-09,0.01944146079102868,0
1263,529,0.01970712195093837,9.252094492608342e-06,0.01969786985644576,0
1607,615,0.020164449095388493,7.961574476846091e-07,0.02016365293794081,0
1504,599,0.02021850908281547,1.2636960031511893e-06,0.020217245386812317,0
638,280,0.02023343487116159,3.8394080951212084e-07,0.020233050930352076,0
2152,671,0.020833785664534258,2.1635128018706295e-08,0.02083376402940624,0
1441,585,0.020887338286962313,2.289976802472491e-09,0.02088733599698551,0
475,214,0.02143237495490655,1.63444126990278e-06,0.021430740513636647,0
3204,1279,0.021656853538409775,3.779992704035706e-09,0.02165684975841707,0
243,105,0.021697687877344655,2.6157280636543343e-09,0.02169768526161659,0
1484,597,0.021818397008351646,5.629794621873261e-06,0.021812767213729774,0
3808,1365,0.021924421624158575,1.9303153541820153e-08,0.021924402321005034,0
2746,756,0.02200925349284337,3.3326501953046934e-09,0.022009250160193176,0
3087,839,0.022130330682017536,5.479127808492483e-09,0.02213032520288973,0
3050,837,0.02213163881116138,9.742632680216967e-09,0.0221316290685287,0
550,249,0.022296278001909035,2.837288667386908e-07,0.022295994273042297,0
3002,828,0.02256641615574986,2.3424733821990713e-08,0.022566392731016037,0
625,277,0.02276579190151489,4.9128654816025196e-06,0.02276087903603329,0
1009,423,0.022811819093441238,2.9508047706980008e-09,0.022811816142636467,0
397,181,0.02285269558881357,4.75144713312346e-06,0.022847944141680447,0
3496,1301,0.02296496010141767,5.411663958938156e-08,0.02296490598477808,0
880,372,0.02307394829214187,7.436161926621815e-06,0.02306651213021525,0
2597,735,0.024265199901218747,1.7946664145324424e-08,0.024265181954554602,0
4261,1409,0.02477999968934751,4.626295193606394e-08,0.024779953426395575,0
2245,695,0.025214610805740275,1.6441722386094175e-09,0.025214609161568036,0
2015,658,0.02572088388680124,1.0548391095971972e-07,0.02572077840289028,0
1376,567,0.02579109542672479,5.923637800937552e-07,0.025790503062944697,0
1021,430,0.02749719829760594,0.0015432126087478913,0.02595398568885805,0
3512,1302,0.025985152448395665,3.215866422566251e-08,0.02598512028973144,0
3208,1279,0.025992247513201075,3.779992704035706e-09,0.02599224373320837,0
3333,1281,0.02622620491717863,4.4431580635070816e-08,0.026226160485597998,0
3367,1282,0.026546746075658975,4.052157546758797e-08,0.02654670555408351,0
1726,625,0.02689491712732951,8.353024585901757e-09,0.026894908774304924,0
4166,1407,0.027126943520943254,1.7376710817960223e-08,0.027126926144232438,0
4131,1407,0.028163626818563145,1.7376710817960223e-08,0.028163609441852328,0
2103,666,0.02854914330186455,6.071483438416427e-08,0.028549082587030164,0
1432,582,0.02863837612894663,5.83581340647513e-09,0.028638370293133226,0
269,123,0.028715045123181314,1.2157733544248366e-07,0.028714923545845872,0
36,30,0.0291843390310478,1.3995090990491972e-08,0.02918432503595681,0
1958,652,0.029278850137355185,6.312419510679326e-08,0.029278787013160078,0
2591,734,0.02943468777213419,1.6937132392952706e-08,0.029434670835001796,0
496,221,0.02947950627552478,3.631349925918248e-08,0.02947946996202552,0
3503,1301,0.029750610714777973,5.411663958938156e-08,0.029750556598138383,0
4001,1387,0.030365089716407,3.2640089231316074e-08,0.03036505707631777,0
3995,1387,0.030509490169848264,3.2640089231316074e-08,0.030509457529759032,0
2857,809,0.030601874099991728,3.5985557505034014e-09,0.030601870501435976,0
62,51,0.03065048236037556,1.852219142509101e-06,0.03064863014123305,0
4225,1408,0.03066255975004642,4.223958835876146e-08,0.03066251751045806,0
3642,1318,0.03091387411584474,2.0231048735218176e-08,0.030913853884796005,0
2673,746,0.03137801950608638,1.8008100206763095e-08,0.031378001497986176,0
254,115,0.03163476478454066,1.0775085828438516e-05,0.03162398969871222,0
1836,640,0.03216044337561484,4.0642756602808203e-07,0.032160036948048816,0
2048,661,0.03261492566033159,6.631361272489149e-08,0.032614859346718865,0
2443,714,0.03268128172968407,1.3609163344581262e-07,0.03268114563805062,0
2698,751,0.03305687357377385,1.1683474153356078e-08,0.033056861890299695,0
1689,622,0.03337921025795831,1.514088174237121e-07,0.033379058849140886,0
3877,1384,0.03355226306605788,1.013507520603529e-07,0.03355216171530582,0
1207,499,0.03357352518436062,5.492249616576813e-06,0.03356803293474404,0
3308,1281,0.034082305177721074,4.4431580635070816e-08,0.03408226074614044,0
3502,1301,0.034114395682544804,5.411663958938156e-08,0.03411434156590522,0
2554,727,0.034150619347590144,7.639344870405149e-09,0.03415061170824527,0
522,231,0.03428855318535349,3.715657546878369e-09,0.03428854946969594,0
923,388,0.03446228335751427,5.297683113879838e-09,0.03446227805983116,0
4065,1406,0.03462395073286142,3.909063197759953e-09,0.03462394682379822,0
4152,1407,0.03471334528934873,1.7376710817960223e-08,0.03471332791263791,0
3004,828,0.03472759270728562,2.3424733821990713e-08,0.0347275692825518,0
2733,753,0.03476762731189925,8.812876959405435e-09,0.034767618499022296,0
1858,642,0.03492392300611126,2.4566019036824487e-07,0.03492367734592089,0
320,147,0.034955208335943594,1.1445866519314515e-05,0.03494376246942428,0
1534,605,0.035517417179379014,1.7131560957730972e-06,0.03551570402328324,0
3463,1301,0.03604493786412253,5.411663958938156e-08,0.03604488374748294,0
2863,809,0.03626586318668559,3.5985557505034014e-09,0.03626585958812984,0
2031,660,0.036278671939594095,2.069030621799731e-07,0.03627846503653191,0
558,252,0.03674039776519825,6.109026246974115e-08,0.036740336674935786,0
67,52,0.037191178933100005,1.6661761425545246e-06,0.03718951275695745,0
3171,1279,0.037752887986600855,3.779992704035706e-09,0.037752884206608155,0
3202,1279,0.03781146897814174,3.779992704035706e-09,0.03781146519814904,0
4258,1409,0.037991708650018365,4.626295193606394e-08,0.03799166238706643,0
4329,1432,0.03802457141652485,7.482417879008781e-09,0.03802456393410697,0
3981,1387,0.038108900975195655,3.2640089231316074e-08,0.038108868335106426,0
1216,504,0.0384113727306776,3.4109427093327157e-07,0.03841103163640667,0
2367,707,0.038958292525017695,1.1303735174212855e-07,0.03895817948766595,0
4188,1408,0.03914069104482349,4.223958835876146e-08,0.03914064880523513,0
3840,1383,0.03957132041825196,2.2766567081976678e-08,0.03957129765168488,0
3212,1280,0.039734077151444946,1.9161999737584974e-08,0.03973405798944521,0
98,59,0.04004956775037034,9.298840137370772e-08,0.04004947476196897,0
3825,1366,0.04020214067538417,8.287415333324622e-09,0.04020213238796884,0
1834,639,0.04055038744003731,4.521919985263926e-07,0.040549935248038786,0
1185,489,0.04061589025992589,1.740393629238015e-09,0.04061588851953226,0
513,227,0.04061754402090821,7.3033210093373685e-09,0.0406175367175872,0
1183,488,0.040718639629701174,2.4157553308238798e-09,0.04071863721394584,0
1584,613,0.04081431630610297,8.747359416147406e-07,0.040813441570161355,0
1531,605,0.041447966476123435,1.7131560957730972e-06,0.04144625332002766,0
4339,1432,0.04156424617475389,7.482417879008781e-09,0.04156423869233601,0
1298,541,0.04264535762889899,3.788174810951352e-08,0.042645319747150884,0
3554,1302,0.042699964857167295,3.215866422566251e-08,0.04269993269850307,0
3095,839,0.04309725277780209,5.479127808492483e-09,0.04309724729867428,0
2243,695,0.04403801784750588,1.6441722386094175e-09,0.04403801620333364,0
3421,1300,0.044287307235760166,1.0273469436160387e-07,0.044287204501065804,0
1995,657,0.04489529357675018,1.0055286381831998e-07,0.04489519302388636,0
3428,1300,0.04529802147096879,1.0273469436160387e-07,0.04529791873627443,0
3551,1302,0.04553551706689652,3.215866422566251e-08,0.045535484908232296,0
3596,1316,0.0460164624137621,2.554721230811279e-07,0.04601620694163902,0
1900,645,0.04603983899768683,5.164357340319726e-07,0.0460393225619528,0
4320,1431,0.04627067193264747,4.609329671870398e-09,0.0462706673233178,0
2302,701,0.046447631621245794,7.837880456134794e-08,0.04644755324244123,0
1785,634,0.04663595281691557,7.71138464902897e-09,0.04663594510553092,0
3704,1362,0.04685525268846675,1.184596113315274e-06,0.046854068092353436,0
817,346,0.046894868599847886,7.297307110297845e-08,0.046894795626776786,0
3710,1363,0.04701637418992164,1.987078351987218e-07,0.04701617548208644,0
341,153,0.0472189142839633,2.465393794551544e-07,0.047218667744583845,0
1210,501,0.04750149835499248,1.6233238335266264e-06,0.047499875031158954,0
1012,424,0.04790464723655853,2.262972680419457e-09,0.047904644973585854,0
398,181,0.047927583205260575,4.75144713312346e-06,0.04792283175812745,0
3891,1385,0.04826903160256088,2.491181466623402e-07,0.04826878248441422,0
2310,703,0.04943014761708186,4.8695878170004875e-08,0.04943009892120369,0
1304,544,0.04946686066568809,1.6500335180316268e-08,0.04946684416535291,0
2003,657,0.050068689834361975,1.0055286381831998e-07,0.050068589281498155,0
389,179,0.05020899783781768,2.883816771035004e-05,0.05018015967010733,0
1158,480,0.050748542894431314,1.3521380006846011e-08,0.050748529373051306,0
3218,1280,0.051207299453097106,1.9161999737584974e-08,0.05120728029109737,0
