condition_id,class_label,option_id,T_K,sigma_a_MPa,R,seed,pd_seed,N_stable_crack_birth,observation_horizon,classification,stable_site_id,stable_site_node,request_sha256,summary_sha256,state_arrays_sha256
K360_CENSOR,baseline_K360,legacy_baseline_not_four_class,300.0,690.4432004940379,0.1,1,1,,100000000.0,right_censored,,,de2400d707eb0a1db48ba5c92ce5b8d514a98909de16798912581113d9f500f8,8c21800a02d4f933c4cf799ac641d7bef06d67c809df5118ac2e1f4f2e000726,84c128b6787226a63a7399751e2b0843ac2a5175835042626d75ffc4fe63ce2a
K360_FAILURE,baseline_K360,legacy_baseline_not_four_class,300.0,735.9214951373579,0.1,1,1,1793124.873503177,3474029.481029375,stable_crack_birth,13,23,678706754fc2904073132c4cc2d8fed82b9572d3c627e6fedfba308936167ddc,face96f9a607ea5f09efbbb80986d0f29ac007cd27178c1925120d2755597a1f,a5f9b5ec1ab8802747fc6b5f42c1df044015883d1f87034461002ebd80cd951b
S001_BOOTSTRAP_804p139,baseline_K360,legacy_baseline_not_four_class,300.0,804.1389371023378,0.1,1,1,108922.8058062798,1632430.8572813324,stable_crack_birth,13,23,19bd142bf9c6da5dee82df1a1409e44a674f99480b23fa8fae3ae3571efd3e3d,e8137eedb60775099c9e732cfa13004e2b29f30dc90a8f0c22096682a6d658a2,4224c64bfcf60d80a2846db7f341c4fa57f2f8689272a90732b63a77e000e732
S002_906p465,baseline_K360,legacy_baseline_not_four_class,300.0,906.4651000498077,0.1,1,1,5602.142229371419,1530050.8767582285,stable_crack_birth,13,23,3843fdc56e6b89885fba6d13a3f96c547ae96e4d73f9c504eb02b8e67dcc1811,5fd5b871cfa32185b0910deab931b92f76eaea32ddad7ca50512ef13cc52378f,ccc79ea4555df0043da3fa8af76ede5044fb3368540c4e149f5364a676c4c52e
S003_1059p954,baseline_K360,legacy_baseline_not_four_class,300.0,1059.9543444710125,0.1,1,1,112.15473848253177,1121439.5546734717,stable_crack_birth,13,23,6ab91e17cacd7436157f71868b83b8c3a60b726ae124c09bf8a5a6085d3a972d,43300db79b32c4e04c2f658a994fb0b147384924ac8597ea082e74c7fc1673a5,2f11b13b5ce773f2d912789e268cc3fad839c654d7438bd31bcbfd9c6ea15570
