condition_id,cycles,cumulative_expected_births,survival_probability
K360_CENSOR,100000000.0,0.6275936369992176,0.5338749534574676
K360_FAILURE,3474029.481029375,0.9665738930129143,0.38038404456997965
S001_BOOTSTRAP_804p139,1632430.8572813324,0.7982354344466244,0.4501225344769862
S002_906p465,1530050.8767582285,5.635245054838955,0.0035698023286880784
