Dloc_max,F0_residual_N_per_m,H_attempt,P_max,S_no_attempt,Umax_m,Umin_m,ale_accept_scale,ale_geometry_active,block,block_limited_by_birth_clock,case,cleavage_clock_model,cycles_connected,cycles_diffuse_abort,cycles_first_embryo,cycles_first_expected_embryo,cycles_first_expected_stable,cycles_first_softening,cycles_first_stable,cycles_front_capture,cycles_front_stalled,cycles_root_connected,cycles_target,cycles_total,cycles_two_horizon_crack,dN,delivery_hit_count,delivery_memory_s,delivery_scale,delivery_source,delivery_source_multiplicity,dep_eq_block_max,dep_eq_cycle_max,effective_scratch_Kt_max,epsp_acc_max,fatigue_model,fatigue_model_preset_applied,fem_scratch_Kt_max,geometry_invalid_reason,geometry_limit_mode,geometry_saturated,geometry_saturation_cycles,geometry_taper_factor,global_action_increment,global_action_increment_per_cycle,global_action_ledger_closure_error,global_attempt_count,global_clock_policy_state,global_threshold_action,marked_attempt_pd_node_id,marked_attempt_probability,marked_attempt_site_id,max_blocks_requested,minimum_element_area_over_initial,next_birth_wait_cycles_pre,pd_active_front,pd_active_front_bonds,pd_active_front_length_m,pd_amplification_max,pd_birth_rate_max_per_cycle,pd_bond_damage_max,pd_broken_bonds,pd_completion_max,pd_connected_bonds,pd_connected_extent_m,pd_crack_axial_coverage,pd_crack_boundary_clearance_m,pd_crack_centerline_length_m,pd_crack_local_upper_K_MPam05,pd_crack_max_axial_gap_m,pd_crack_orientation_coherence,pd_crack_orientation_deg,pd_crack_remote_KII_MPam05,pd_crack_remote_KI_MPam05,pd_crack_remote_K_MPam05,pd_crack_slenderness,pd_crack_surface_gap_m,pd_crack_tip_radius_eff_m,pd_crack_tip_width_m,pd_crack_width_m,pd_crack_width_ratio,pd_delivery_events_cycle_max,pd_delivery_memory_max,pd_delivery_rate_max_s,pd_diffuse_abort,pd_effective_stress_max_Pa,pd_embryo_max,pd_expected_births_cumulative,pd_expected_candidate_sites,pd_expected_embryos,pd_expected_stable,pd_front_backbone_bonds,pd_front_candidate_mode,pd_front_eligible_fallback,pd_front_eligible_preferred,pd_front_max_link_rate_per_cycle,pd_front_process_bonds,pd_front_stall_updates,pd_front_stalled,pd_front_wake_bonds,pd_growth_max,pd_handoff_K_pass,pd_handoff_boundary_pass,pd_handoff_competition_pass,pd_handoff_coverage_pass,pd_handoff_front_pass,pd_handoff_length_pass,pd_handoff_orientation_pass,pd_handoff_pass,pd_handoff_slenderness_pass,pd_handoff_surface_pass,pd_handoff_tip_pass,pd_max_rate_per_cycle,pd_nucleation_hazard_cycle_max,pd_nucleation_rate_max_s,pd_off_front_broken_bonds,pd_off_front_broken_fraction,pd_precapture_stalled,pd_primary_seed_node,pd_primary_seed_reselections,pd_primary_seed_stall_updates,pd_realized_births_cumulative,pd_realized_candidate_sites,pd_realized_embryos,pd_realized_stable,pd_stable_max,pd_temporal_transient_cycles,plastic_work_J_per_m,remote_sigma_max_Pa,residual_sigma1_max_Pa,rho_max_m2,rho_mean_m2,root_radius_m,root_radius_over_initial,root_radius_over_spacing,root_x_m,root_y_m,sigma1_cycle_max_Pa,sigma_a_MPa,surface_move_max_m,surface_shear_gamma_nt_max,v9_fem_embedded_error,v9_fem_error_ep_gp,v9_fem_error_epsp_acc_gp,v9_fem_error_rho_gp,v9_fem_rejections
0.0,-1.381976749849361e-18,1.6356849542346683,0.0,0.1948188835686146,2.348293699380713e-05,2.3482936993807135e-06,0.0,False,2,False,shielded,v9_four_class_stateful_PD_shared_root_m1_marked_embryo_v1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100000000000000.0,128.6103515625,nan,0.6103515625,2.0,0.001,1.0,emission,13098.721493975596,2.620788179182922e-27,4.293899352773352e-27,2.0180510680310784,5.522399053501432e-25,custom,False,2.033691229284313,,terminate,False,nan,1.0,0.007762538983377193,0.012718143870365194,2.220446049250313e-16,0,active,2.302585092994046,nan,nan,nan,1000000,1.0,inf,False,0,0.0,1.0,0.0,0.0,0,5.668317559082714e-36,0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,0.0,0.0,inf,2.5190613855026774e-18,3.366991998530057e-18,1.2439845403479572e-14,False,10323452352.461205,0.0,0.0,3741.9095810948684,0.0,0.0,0,0,0,0,0.0,0,0,False,0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0,77.56388924428384,890421.8094398007,0,0.0,False,-1,0,0,0,3804,0,0,0.0,20,5.663762176796067e-23,5115555555.555555,1.879034543727612e-14,1000000000000.0,1000000000000.0,0.0005987445183220907,1.0,49.89537652684091,0.00014991623455953818,-1.0024493102302374e-05,10403460466.249973,2302.0,0.0,0.0,2.2958874039497803e-33,2.2958874039497803e-33,0.0,0.0,0
0.0,-1.3879727753146047e-18,1.6434474932171999,0.0,0.19331244883398638,2.348293699380713e-05,2.3482936993807135e-06,0.0,False,3,False,shielded,v9_four_class_stateful_PD_shared_root_m1_marked_embryo_v1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100000000000000.0,129.220703125,nan,0.6103515625,2.0,0.001,1.0,emission,13098.721493975596,2.6207881790775866e-27,4.2938993526007594e-27,2.0180510680264914,5.548606935292208e-25,custom,False,2.033691229284313,,terminate,False,nan,1.0,0.007762538982531415,0.012718143868979471,2.220446049250313e-16,0,active,2.302585092994046,nan,nan,nan,1000000,1.0,inf,False,0,0.0,1.0,0.0,0.0,0,5.668317559095764e-36,0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,0.0,0.0,inf,2.5190613854538304e-18,3.3669919985339328e-18,1.2439845403232696e-14,False,10323452352.43774,0.0,0.0,3741.9095810948684,0.0,0.0,0,0,0,0,0.0,0,0,False,0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0,77.5638892361371,890421.8093471443,0,0.0,False,-1,0,0,0,3804,0,0,0.0,21,5.690640931515479e-23,5115555555.555555,1.887671099261018e-14,1000000000000.0,1000000000000.0,0.0005987445183220907,1.0,49.89537652684091,0.00014991623455953818,-1.0024493102302374e-05,10403460466.249973,2302.0,0.0,0.0,5.739718509874451e-34,5.739718509874451e-34,0.0,0.0,0
0.0,-1.394610938504434e-18,1.6512100321997312,0.0,0.1918176625882938,2.348293699380713e-05,2.3482936993807135e-06,0.0,False,4,False,shielded,v9_four_class_stateful_PD_shared_root_m1_marked_embryo_v1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100000000000000.0,129.8310546875,nan,0.6103515625,2.0,0.001,1.0,emission,13098.721493975596,2.6207881790775866e-27,4.2938993526007594e-27,2.0180510680264914,5.574814817082984e-25,custom,False,2.033691229284313,,terminate,False,nan,1.0,0.007762538982531415,0.012718143868979471,0.0,0,active,2.302585092994046,nan,nan,nan,1000000,1.0,inf,False,0,0.0,1.0,0.0,0.0,0,5.2529264398240666e-36,0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,0.0,0.0,inf,2.5190613854538304e-18,3.2412733423221395e-18,1.2439845403232696e-14,False,10323452352.43774,0.0,0.0,3741.9095810948684,0.0,0.0,0,0,0,0,0.0,0,0,False,0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0,77.5638892361371,890421.8093471443,0,0.0,False,-1,0,0,0,3804,0,0,0.0,20,5.717519686234891e-23,5115555555.555555,1.8965794294022123e-14,1000000000000.0,1000000000000.0,0.0005987445183220907,1.0,49.89537652684091,0.00014991623455953818,-1.0024493102302374e-05,10403460466.249973,2302.0,0.0,0.0,4.5917748078995606e-33,4.5917748078995606e-33,0.0,0.0,0
0.0,-1.4012522036215603e-18,1.6589725711822625,0.0,0.1903344347597326,2.348293699380713e-05,2.3482936993807135e-06,0.0,False,5,False,shielded,v9_four_class_stateful_PD_shared_root_m1_marked_embryo_v1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100000000000000.0,130.44140625,nan,0.6103515625,2.0,0.001,1.0,emission,13098.721493975596,2.6207881790775866e-27,4.2938993526007594e-27,2.0180510680264914,5.601022698873759e-25,custom,False,2.033691229284313,,terminate,False,nan,1.0,0.007762538982531415,0.012718143868979471,0.0,0,active,2.302585092994046,nan,nan,nan,1000000,1.0,inf,False,0,0.0,1.0,0.0,0.0,0,5.668317559098341e-36,0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,0.0,0.0,inf,2.5190613854538304e-18,3.3669919985346985e-18,1.2439845403232696e-14,False,10323452352.43774,0.0,0.0,3741.9095810948684,0.0,0.0,0,0,0,0,0.0,0,0,False,0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0,77.5638892361371,890421.8093471443,0,0.0,False,-1,0,0,0,3804,0,0,0.0,21,5.744398440954302e-23,5115555555.555555,1.9054566536351477e-14,1000000000000.0,1000000000000.0,0.0005987445183220907,1.0,49.89537652684091,0.00014991623455953818,-1.0024493102302374e-05,10403460466.249973,2302.0,0.0,0.0,1.4349296274686127e-34,1.4349296274686127e-34,0.0,0.0,0
0.0,-1.407790161634997e-18,1.6667351101647938,0.0,0.18886267597297773,2.348293699380713e-05,2.3482936993807135e-06,0.0,False,6,False,shielded,v9_four_class_stateful_PD_shared_root_m1_marked_embryo_v1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100000000000000.0,131.0517578125,nan,0.6103515625,2.0,0.001,1.0,emission,13098.721493975596,2.6207881790775866e-27,4.2938993526007594e-27,2.0180510680264914,5.627230580664535e-25,custom,False,2.033691229284313,,terminate,False,nan,1.0,0.007762538982531415,0.012718143868979471,0.0,0,active,2.302585092994046,nan,nan,nan,1000000,1.0,inf,False,0,0.0,1.0,0.0,0.0,0,4.444360007200051e-36,0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,0.0,0.0,inf,2.5190613854538304e-18,2.9813956487524603e-18,1.2439845403232696e-14,False,10323452352.43774,0.0,0.0,3741.9095810948684,0.0,0.0,0,0,0,0,0.0,0,0,False,0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0,77.5638892361371,890421.8093471443,0,0.0,False,-1,0,0,0,3804,0,0,0.0,20,5.771277195673714e-23,5115555555.555555,1.9143594861033525e-14,1000000000000.0,1000000000000.0,0.0005987445183220907,1.0,49.89537652684091,0.00014991623455953818,-1.0024493102302374e-05,10403460466.249973,2302.0,0.0,0.0,2.8698592549372254e-34,2.8698592549372254e-34,0.0,0.0,0
0.0,-1.4143746614825869e-18,1.6744976491473254,0.0,0.18740229754379775,2.348293699380713e-05,2.3482936993807135e-06,0.0,False,7,False,shielded,v9_four_class_stateful_PD_shared_root_m1_marked_embryo_v1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100000000000000.0,131.662109375,nan,0.6103515625,2.0,0.001,1.0,emission,13098.721493975596,2.6207881790775866e-27,4.2938993526007594e-27,2.0180510680264914,5.653438462455311e-25,custom,False,2.033691229284313,,terminate,False,nan,1.0,0.007762538982531415,0.012718143868979471,2.220446049250313e-16,0,active,2.302585092994046,nan,nan,nan,1000000,1.0,inf,False,0,0.0,1.0,0.0,0.0,0,5.668317559099308e-36,0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,0.0,0.0,inf,2.5190613854538304e-18,3.3669919985349855e-18,1.2439845403232696e-14,False,10323452352.43774,0.0,0.0,3741.9095810948684,0.0,0.0,0,0,0,0,0.0,0,0,False,0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0,77.5638892361371,890421.8093471443,0,0.0,False,-1,0,0,0,3804,0,0,0.0,21,5.798155950393126e-23,5115555555.555555,1.9232939976771556e-14,1000000000000.0,1000000000000.0,0.0005987445183220907,1.0,49.89537652684091,0.00014991623455953818,-1.0024493102302374e-05,10403460466.249973,2302.0,0.0,0.0,1.4349296274686127e-34,1.4349296274686127e-34,0.0,0.0,0
0.0,-1.4208304959708335e-18,1.6822601881298567,0.0,0.18595321147371116,2.348293699380713e-05,2.3482936993807135e-06,0.0,False,8,False,shielded,v9_four_class_stateful_PD_shared_root_m1_marked_embryo_v1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100000000000000.0,132.2724609375,nan,0.6103515625,2.0,0.001,1.0,emission,13098.721493975596,2.6207881790775866e-27,4.2938993526007594e-27,2.0180510680264914,5.679646344246087e-25,custom,False,2.033691229284313,,terminate,False,nan,1.0,0.007762538982531415,0.012718143868979471,0.0,0,active,2.302585092994046,nan,nan,nan,1000000,1.0,inf,False,0,0.0,1.0,0.0,0.0,0,5.668317559099549e-36,0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,0.0,0.0,inf,2.5190613854538304e-18,3.366991998535057e-18,1.2439845403232696e-14,False,10323452352.43774,0.0,0.0,3741.9095810948684,0.0,0.0,0,0,0,0,0.0,0,0,False,0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0,77.5638892361371,890421.8093471443,0,0.0,False,-1,0,0,0,3804,0,0,0.0,20,5.825034705112538e-23,5115555555.555555,1.9322227027584004e-14,1000000000000.0,1000000000000.0,0.0005987445183220907,1.0,49.89537652684091,0.00014991623455953818,-1.0024493102302374e-05,10403460466.249973,2302.0,0.0,0.0,5.739718509874451e-34,5.739718509874451e-34,0.0,0.0,0
0.0,-1.4271727740706132e-18,1.690022727112388,0.0,0.1845153304446835,2.348293699380713e-05,2.3482936993807135e-06,0.0,False,9,False,shielded,v9_four_class_stateful_PD_shared_root_m1_marked_embryo_v1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100000000000000.0,132.8828125,nan,0.6103515625,2.0,0.001,1.0,emission,13098.721493975596,2.6207881790775866e-27,4.2938993526007594e-27,2.0180510680264914,5.705854226036863e-25,custom,False,2.033691229284313,,terminate,False,nan,1.0,0.007762538982531415,0.012718143868979471,0.0,0,active,2.302585092994046,nan,nan,nan,1000000,1.0,inf,False,0,0.0,1.0,0.0,0.0,0,4.774140722535883e-36,0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,0.0,0.0,inf,2.5190613854538304e-18,3.0900293599044924e-18,1.2439845403232696e-14,False,10323452352.43774,0.0,0.0,3741.9095810948684,0.0,0.0,0,0,0,0,0.0,0,0,False,0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0,77.5638892361371,890421.8093471443,0,0.0,False,-1,0,0,0,3804,0,0,0.0,21,5.85191345983195e-23,5115555555.555555,1.9411042081625105e-14,1000000000000.0,1000000000000.0,0.0005987445183220907,1.0,49.89537652684091,0.00014991623455953818,-1.0024493102302374e-05,10403460466.249973,2302.0,0.0,0.0,2.8698592549372254e-34,2.8698592549372254e-34,0.0,0.0,0
0.0,-1.4339819180779965e-18,1.6977852660949195,0.0,0.18308856781386604,2.348293699380713e-05,2.3482936993807135e-06,0.0,False,10,False,shielded,v9_four_class_stateful_PD_shared_root_m1_marked_embryo_v1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100000000000000.0,133.4931640625,nan,0.6103515625,2.0,0.001,1.0,emission,13098.721493975596,2.6207881790775866e-27,4.2938993526007594e-27,2.0180510680264914,5.732062107827639e-25,custom,False,2.033691229284313,,terminate,False,nan,1.0,0.007762538982531415,0.012718143868979471,2.220446049250313e-16,0,active,2.302585092994046,nan,nan,nan,1000000,1.0,inf,False,0,0.0,1.0,0.0,0.0,0,5.668317559099711e-36,0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,0.0,0.0,inf,2.5190613854538304e-18,3.3669919985351053e-18,1.2439845403232696e-14,False,10323452352.43774,0.0,0.0,3741.9095810948684,0.0,0.0,0,0,0,0,0.0,0,0,False,0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0,77.5638892361371,890421.8093471443,0,0.0,False,-1,0,0,0,3804,0,0,0.0,20,5.878792214551362e-23,5115555555.555555,1.9500205894665167e-14,1000000000000.0,1000000000000.0,0.0005987445183220907,1.0,49.89537652684091,0.00014991623455953818,-1.0024493102302374e-05,10403460466.249973,2302.0,0.0,0.0,5.739718509874451e-34,5.739718509874451e-34,0.0,0.0,0
0.0,-1.4404527710642399e-18,1.705547805077451,0.0,0.18167283760837494,2.348293699380713e-05,2.3482936993807135e-06,0.0,False,11,False,shielded,v9_four_class_stateful_PD_shared_root_m1_marked_embryo_v1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100000000000000.0,134.103515625,nan,0.6103515625,2.0,0.001,1.0,emission,13098.721493975596,2.6207881790775866e-27,4.2938993526007594e-27,2.0180510680264914,5.758269989618415e-25,custom,False,2.033691229284313,,terminate,False,nan,1.0,0.007762538982531415,0.012718143868979471,2.220446049250313e-16,0,active,2.302585092994046,nan,nan,nan,1000000,1.0,inf,False,0,0.0,1.0,0.0,0.0,0,5.414633960779775e-36,0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,0.0,0.0,inf,2.5190613854538304e-18,3.290785304689376e-18,1.2439845403232696e-14,False,10323452352.43774,0.0,0.0,3741.9095810948684,0.0,0.0,0,0,0,0,0.0,0,0,False,0,0.0,False,False,False,False,False,False,False,False,False,False,False,0.0,77.5638892361371,890421.8093471443,0,0.0,False,-1,0,0,0,3804,0,0,0.0,21,5.905670969270773e-23,5115555555.555555,1.958950290994182e-14,1000000000000.0,1000000000000.0,0.0005987445183220907,1.0,49.89537652684091,0.00014991623455953818,-1.0024493102302374e-05,10403460466.249973,2302.0,0.0,0.0,5.739718509874451e-34,5.739718509874451e-34,0.0,0.0,0
