site_id,pd_node_id,site_threshold,node_cumulative_action,remaining_threshold_action,site_status
2925,311,0.000424716203662,2.933100224493187e-13,0.00042471620336868995,0
304,47,0.0004990457190917104,5.8226654165816994e-08,0.0004989874924375445,0
2393,285,0.0007467264064276312,9.620779424178325e-16,0.0007467264064266691,0
2583,293,0.000806600523193177,1.464699369163404e-11,0.0008066005085461833,0
1694,252,0.0009818333029248062,8.145817296976646e-08,0.0009817518447518365,0
532,85,0.0013632315386613832,3.652380527545027e-08,0.0013631950148561077,0
3240,445,0.001703558116857605,1.3581579873827526e-14,0.0017035581168440234,0
3595,481,0.0017971187492930316,3.547991747934939e-13,0.0017971187489382325,0
1168,188,0.0022121515924584337,1.8294152384901995e-09,0.002212149763043195,0
735,113,0.0024509414993986304,6.314796594275426e-12,0.0024509414930838336,0
3012,314,0.002574295918987775,1.299374215888945e-15,0.0025742959189864758,0
2746,304,0.0026397941373587806,6.16858534776888e-08,0.002639732451505303,0
149,30,0.002797061107666486,2.803532837932063e-09,0.0027970583041336482,0
3426,462,0.002948850583484583,2.5202599375138385e-13,0.002948850583232557,0
1751,254,0.0036081352710593414,2.4443328314609746e-09,0.0036081328267265097,0
2953,312,0.0042600280068949975,1.872801304616799e-13,0.004260028006707718,0
2608,295,0.004371041026462114,1.4909076931052162e-07,0.004370891935692804,0
3402,461,0.004715271293452257,1.3398945504098442e-08,0.004715257894506753,0
1417,229,0.004724529492637021,5.107546362977811e-10,0.004724528981882385,0
2709,301,0.00478823465927818,4.1859505817988276e-12,0.00478823465509223,0
14,5,0.004801264627448138,5.078688754403545e-16,0.00480126462744763,0
2295,279,0.004902812122360056,9.338311355247114e-15,0.004902812122350718,0
307,47,0.005428441443209028,5.8226654165816994e-08,0.005428383216554862,0
514,80,0.005599865859887011,6.018972482339566e-15,0.005599865859880993,0
3137,320,0.005622360647082825,8.74737734152972e-15,0.005622360647074077,0
2415,286,0.005865344382755625,7.698306528367907e-14,0.005865344382678642,0
17,6,0.005924229531480505,5.814455016677414e-12,0.00592422952566605,0
1223,196,0.006235332127857344,4.1102266002298437e-14,0.006235332127816242,0
3431,462,0.006309708968009912,2.5202599375138385e-13,0.006309708967757886,0
2534,291,0.007595047673392628,1.970093906999935e-16,0.007595047673392431,0
1014,158,0.007844150272717062,7.033808192430619e-15,0.007844150272710028,0
638,99,0.007891097354024173,1.0357870294631994e-14,0.007891097354013814,0
3412,461,0.008018301311655795,1.3398945504098442e-08,0.008018287912710292,0
2522,290,0.008111408400304658,1.2916389698978609e-15,0.008111408400303366,0
1189,191,0.008138956850505629,2.607978809576692e-11,0.008138956824425841,0
3521,463,0.008201377798370475,1.6452625248773377e-16,0.00820137779837031,0
237,38,0.008433441909971251,1.681113064089929e-14,0.00843344190995444,0
3105,318,0.008824244470736115,1.42055103091189e-14,0.00882424447072191,0
2545,292,0.008873227945427524,6.516485207151854e-17,0.008873227945427458,0
2567,293,0.009344974853573074,1.464699369163404e-11,0.00934497483892608,0
3762,489,0.009426340450124256,9.72823860493449e-17,0.009426340450124158,0
3253,452,0.010005820430790114,1.3779527652336246e-07,0.01000568263551359,0
3154,443,0.010300471492926398,2.704976766350902e-16,0.010300471492926127,0
2966,312,0.010775094094084479,1.872801304616799e-13,0.010775094093897198,0
2730,303,0.010879819550939609,1.879811937275855e-05,0.01086102143156685,0
3189,444,0.011076300871990725,1.5310492928978335e-12,0.011076300870459676,0
1989,265,0.012604323573102842,0.001292350371451957,0.011311973201650885,0
1112,176,0.011323159619083412,2.9455511164247216e-14,0.011323159619053957,0
1589,246,0.011517954378084297,1.836867727595735e-08,0.011517936009407021,0
366,55,0.011543416116524955,7.163626509047019e-13,0.011543416115808593,0
3118,319,0.011584029885307975,2.605055760764354e-15,0.01158402988530537,0
1231,197,0.011997843366272472,1.6445336640676955e-14,0.011997843366256027,0
2399,285,0.01202560987106608,9.620779424178325e-16,0.012025609871065117,0
525,85,0.012279921241440768,3.652380527545027e-08,0.012279884717635492,0
2002,266,0.013167852755771394,2.5409228184154824e-10,0.013167852501679112,0
3512,463,0.014389013940343929,1.6452625248773377e-16,0.014389013940343764,0
1841,259,0.015158105250378626,2.965740258759707e-11,0.015158105220721222,0
502,78,0.01535565226622199,3.670148663461125e-14,0.015355652266185288,0
3714,487,0.015368380995739828,3.181426133698503e-08,0.015368349181478492,0
1179,189,0.015475078253614317,3.75130153905414e-10,0.015475077878484162,0
3293,453,0.015581121490384526,3.882372103043203e-11,0.015581121451560806,0
2098,270,0.015742899461322363,4.150845294846001e-09,0.015742895310477067,0
2466,288,0.015817065915781477,4.200802205712873e-13,0.015817065915361396,0
330,50,0.01629016808399668,8.861709795864332e-10,0.016290167197825698,0
942,148,0.01650164110233989,7.740053745361093e-10,0.016501640328334517,0
1706,253,0.016510068525792194,1.3625131584392639e-08,0.01651005490066061,0
2262,276,0.016854623037721086,1.8062144614455593e-11,0.01685462301965894,0
2290,278,0.018081666810008286,1.0070422376633096e-12,0.018081666809001244,0
2215,274,0.01856041955329117,2.36950622164961e-11,0.018560419529596108,0
